Time (s),Memory Usage (MiB)
0.0,470.8359375
0.1,471.10546875
0.2,472.625
0.30000000000000004,472.68359375
0.4,472.68359375
0.5,472.68359375
0.6000000000000001,472.68359375
0.7000000000000001,472.68359375
0.8,472.68359375
0.9,472.68359375
1.0,472.68359375
1.1,472.68359375
1.2000000000000002,472.68359375
1.3,472.68359375
1.4000000000000001,472.68359375
1.5,472.68359375
1.6,472.68359375
1.7000000000000002,472.68359375
1.8,472.68359375
1.9000000000000001,472.68359375
2.0,472.68359375
2.1,472.68359375
2.2,472.68359375
2.3000000000000003,472.68359375
2.4000000000000004,472.68359375
2.5,472.68359375
2.6,472.68359375
2.7,472.68359375
2.8000000000000003,472.68359375
2.9000000000000004,472.68359375
3.0,472.68359375
3.1,472.68359375
3.2,472.68359375
3.3000000000000003,472.68359375
3.4000000000000004,472.68359375
3.5,472.68359375
3.6,472.68359375
3.7,472.68359375
3.8000000000000003,472.68359375
3.9000000000000004,472.68359375
4.0,472.68359375
4.1000000000000005,472.68359375
4.2,472.68359375
4.3,472.68359375
4.4,472.68359375
4.5,472.68359375
4.6000000000000005,472.68359375
4.7,472.68359375
4.800000000000001,472.68359375
4.9,472.68359375
5.0,472.68359375
5.1000000000000005,472.68359375
5.2,472.68359375
5.300000000000001,472.68359375
5.4,472.68359375
5.5,472.68359375
5.6000000000000005,472.68359375
5.7,472.68359375
5.800000000000001,472.68359375
5.9,472.68359375
6.0,472.68359375
6.1000000000000005,472.68359375
6.2,472.68359375
6.300000000000001,472.68359375
6.4,472.68359375
6.5,472.68359375
6.6000000000000005,472.68359375
6.7,472.68359375
6.800000000000001,472.68359375
6.9,472.68359375
7.0,472.68359375
7.1000000000000005,472.68359375
7.2,472.68359375
7.300000000000001,472.68359375
7.4,472.68359375
7.5,472.68359375
7.6000000000000005,472.68359375
7.7,472.68359375
7.800000000000001,472.68359375
7.9,472.68359375
8.0,472.68359375
8.1,472.68359375
8.200000000000001,472.68359375
8.3,472.68359375
8.4,472.68359375
8.5,472.68359375
8.6,472.68359375
8.700000000000001,472.68359375
8.8,472.68359375
8.9,472.68359375
9.0,472.68359375
9.1,472.68359375
9.200000000000001,472.68359375
9.3,472.68359375
9.4,472.68359375
9.5,472.68359375
9.600000000000001,472.68359375
9.700000000000001,472.68359375
9.8,472.68359375
9.9,472.68359375
10.0,472.68359375
10.100000000000001,472.68359375
10.200000000000001,472.68359375
10.3,472.68359375
10.4,472.68359375
10.5,472.68359375
10.600000000000001,472.68359375
10.700000000000001,472.68359375
10.8,472.68359375
10.9,472.68359375
11.0,472.68359375
11.100000000000001,472.68359375
11.200000000000001,472.68359375
11.3,472.68359375
11.4,472.68359375
11.5,472.68359375
11.600000000000001,472.68359375
11.700000000000001,472.68359375
11.8,472.68359375
11.9,472.68359375
12.0,472.68359375
12.100000000000001,472.68359375
12.200000000000001,472.68359375
12.3,472.68359375
12.4,472.68359375
12.5,472.68359375
12.600000000000001,472.68359375
12.700000000000001,472.68359375
12.8,472.68359375
12.9,472.68359375
13.0,472.68359375
13.100000000000001,472.68359375
13.200000000000001,472.68359375
13.3,472.68359375
13.4,472.68359375
13.5,472.68359375
