Time (s),Memory Usage (MiB)
0.0,475.43359375
0.1,475.4453125
0.2,476.96875
0.30000000000000004,477.0234375
0.4,477.046875
0.5,477.046875
0.6000000000000001,477.046875
0.7000000000000001,477.046875
0.8,477.046875
0.9,477.046875
1.0,477.046875
1.1,477.046875
1.2000000000000002,477.046875
1.3,477.046875
1.4000000000000001,477.046875
1.5,477.046875
1.6,477.046875
1.7000000000000002,477.046875
1.8,477.046875
1.9000000000000001,477.046875
2.0,477.046875
2.1,477.046875
2.2,477.046875
2.3000000000000003,477.046875
2.4000000000000004,477.046875
2.5,477.046875
2.6,477.046875
2.7,477.046875
2.8000000000000003,477.046875
2.9000000000000004,477.046875
3.0,477.046875
3.1,477.046875
3.2,477.046875
3.3000000000000003,477.046875
3.4000000000000004,477.046875
3.5,477.046875
3.6,477.046875
3.7,477.046875
3.8000000000000003,477.046875
3.9000000000000004,477.046875
4.0,477.046875
4.1000000000000005,477.046875
4.2,477.046875
4.3,477.046875
4.4,477.046875
4.5,477.046875
4.6000000000000005,477.046875
4.7,477.046875
4.800000000000001,477.046875
4.9,477.046875
5.0,477.046875
5.1000000000000005,477.046875
5.2,477.046875
5.300000000000001,477.046875
5.4,477.046875
5.5,477.046875
5.6000000000000005,477.046875
5.7,477.046875
5.800000000000001,477.046875
5.9,477.046875
6.0,477.046875
6.1000000000000005,477.046875
6.2,477.046875
6.300000000000001,477.046875
6.4,477.046875
6.5,477.046875
6.6000000000000005,477.046875
6.7,477.046875
6.800000000000001,477.046875
6.9,477.046875
7.0,477.046875
7.1000000000000005,477.046875
7.2,477.046875
7.300000000000001,477.046875
7.4,477.046875
7.5,477.046875
7.6000000000000005,477.046875
7.7,477.046875
7.800000000000001,477.046875
7.9,477.046875
8.0,477.046875
8.1,477.046875
8.200000000000001,477.046875
8.3,477.046875
8.4,477.046875
8.5,477.046875
8.6,477.046875
8.700000000000001,477.046875
8.8,477.046875
8.9,477.046875
9.0,477.046875
9.1,477.046875
9.200000000000001,477.046875
9.3,477.046875
9.4,477.046875
9.5,477.046875
9.600000000000001,477.046875
9.700000000000001,477.046875
9.8,477.046875
9.9,477.046875
10.0,477.046875
10.100000000000001,477.046875
10.200000000000001,477.046875
10.3,477.046875
10.4,477.046875
10.5,477.046875
10.600000000000001,477.046875
10.700000000000001,477.046875
10.8,477.046875
10.9,477.046875
11.0,477.046875
11.100000000000001,477.046875
11.200000000000001,477.046875
11.3,477.046875
11.4,477.046875
11.5,477.046875
11.600000000000001,477.046875
11.700000000000001,477.046875
11.8,477.046875
11.9,477.046875
12.0,477.046875
12.100000000000001,477.046875
12.200000000000001,477.046875
12.3,477.046875
12.4,477.046875
12.5,477.046875
12.600000000000001,477.046875
12.700000000000001,477.046875
12.8,477.046875
12.9,477.046875
13.0,477.046875
13.100000000000001,477.046875
13.200000000000001,477.046875
13.3,477.046875
13.4,477.046875
13.5,477.046875
13.600000000000001,477.046875
13.700000000000001,477.046875
13.8,477.046875
13.9,477.046875
14.0,477.046875
14.100000000000001,477.046875
14.200000000000001,477.046875
14.3,477.046875
14.4,477.046875
14.5,477.046875
14.600000000000001,477.046875
14.700000000000001,477.046875
14.8,477.046875
14.9,477.046875
15.0,477.046875
15.100000000000001,477.046875
15.200000000000001,477.046875
15.3,477.046875
15.4,477.046875
15.5,477.046875
15.600000000000001,477.046875
15.700000000000001,477.046875
15.8,477.046875
15.9,477.046875
16.0,477.046875
16.1,477.046875
16.2,477.046875
16.3,477.046875
16.400000000000002,477.046875
16.5,477.046875
16.6,477.046875
16.7,477.046875
16.8,477.046875
16.900000000000002,477.046875
17.0,477.046875
17.1,477.046875
17.2,477.046875
17.3,477.046875
17.400000000000002,477.046875
17.5,477.046875
17.6,477.046875
17.7,477.046875
17.8,477.046875
17.900000000000002,477.046875
18.0,477.046875
18.1,477.046875
18.2,477.046875
18.3,477.046875
18.400000000000002,477.046875
18.5,477.046875
18.6,477.046875
18.7,477.046875
18.8,477.046875
18.900000000000002,477.046875
19.0,477.046875
19.1,477.046875
19.200000000000003,477.046875
19.3,477.046875
19.400000000000002,477.046875
19.5,477.046875
19.6,477.046875
19.700000000000003,477.046875
19.8,477.046875
19.900000000000002,477.046875
20.0,477.046875
20.1,477.046875
20.200000000000003,477.046875
20.3,477.046875
20.400000000000002,477.046875
20.5,477.046875
20.6,477.046875
20.700000000000003,477.046875
20.8,477.046875
20.900000000000002,477.046875
21.0,477.046875
21.1,477.046875
21.200000000000003,477.046875
21.3,477.046875
21.400000000000002,477.046875
21.5,477.046875
21.6,477.046875
21.700000000000003,477.046875
21.8,477.046875
21.900000000000002,477.046875
22.0,477.046875
22.1,477.046875
22.200000000000003,477.046875
22.3,477.046875
22.400000000000002,477.046875
22.5,477.046875
22.6,477.046875
22.700000000000003,477.046875
22.8,477.046875
22.900000000000002,477.046875
23.0,477.046875
23.1,477.046875
23.200000000000003,477.046875
23.3,477.046875
23.400000000000002,477.046875
23.5,477.046875
23.6,477.046875
23.700000000000003,477.046875
23.8,477.046875
23.900000000000002,477.046875
24.0,477.046875
24.1,477.046875
24.200000000000003,477.046875
24.3,477.046875
24.400000000000002,477.046875
24.5,477.046875
24.6,477.046875
24.700000000000003,477.046875
24.8,477.046875
24.900000000000002,477.046875
25.0,477.046875
25.1,477.046875
25.200000000000003,477.046875
25.3,477.046875
25.400000000000002,477.046875
25.5,477.046875
25.6,477.046875
25.700000000000003,477.046875
25.8,477.046875
25.900000000000002,477.046875
26.0,477.046875
26.1,477.046875
26.200000000000003,477.046875
26.3,477.046875
26.400000000000002,477.046875
26.5,477.046875
26.6,477.046875
26.700000000000003,477.046875
26.8,477.046875
26.900000000000002,477.046875
27.0,477.046875
27.1,477.046875
27.200000000000003,477.046875
